user_id,content_id,action,timestamp,device,region,session_id
174,1001,pause,2023-09-02 15:32:06,mobile,US,S3984
147,1002,skip,2023-09-02 14:10:16,desktop,EU,S7495
145,1002,pause,2023-09-02 00:51:07,mobile,EU,S1947
112,1001,pause,2023-09-02 08:03:22,mobile,EU,S3328
199,1001,pause,2023-09-02 20:18:40,tablet,APAC,S8176
137,1002,pause,2023-09-02 00:44:21,desktop,US,S7056
190,1002,play,2023-09-02 13:20:36,mobile,EU,S4618
171,1000,play,2023-09-02 04:33:20,tablet,APAC,S3258
147,1002,play,2023-09-02 18:14:43,tablet,EU,S7054
109,1000,skip,2023-09-02 23:52:10,mobile,APAC,S9185
149,1003,skip,2023-09-02 07:03:45,tablet,EU,S4282
109,1000,pause,2023-09-02 12:50:36,tablet,APAC,S5871
130,1003,pause,2023-09-02 20:04:12,mobile,EU,S4263
104,1002,play,2023-09-02 23:23:14,tablet,EU,S3114
147,1003,skip,2023-09-02 18:00:58,desktop,US,S3386
165,1002,pause,2023-09-02 00:01:44,tablet,APAC,S3409
160,1003,forward,2023-09-02 01:14:54,mobile,EU,S4344
123,1004,skip,2023-09-02 12:05:19,tablet,APAC,S1885
188,1001,pause,2023-09-02 09:34:19,desktop,APAC,S9016
193,1000,play,2023-09-02 20:34:21,mobile,APAC,S6859
196,1001,play,2023-09-02 22:18:38,tablet,EU,S5770
153,1001,play,2023-09-02 22:17:26,tablet,US,S6406
181,1001,pause,2023-09-02 11:04:58,mobile,EU,S4940
150,1004,skip,2023-09-02 06:25:47,mobile,US,S1505
183,1003,play,2023-09-02 11:24:04,desktop,APAC,S1267
148,1002,skip,2023-09-02 12:42:22,desktop,US,S8913
194,1003,skip,2023-09-02 02:36:10,desktop,US,S7180
102,1001,play,2023-09-02 06:05:04,desktop,APAC,S2160
138,1002,play,2023-09-02 06:04:19,mobile,EU,S9442
134,1002,forward,2023-09-02 17:41:45,mobile,APAC,S4113
