user_id,content_id,action,timestamp,device,region,session_id
168,1004,skip,2023-09-07 08:09:31,desktop,APAC,S9504
114,1004,skip,2023-09-07 18:48:18,mobile,US,S7564
192,1004,forward,2023-09-07 21:43:04,mobile,APAC,S9581
174,1003,forward,2023-09-07 13:16:07,tablet,EU,S2217
145,1000,forward,2023-09-07 08:47:29,desktop,EU,S4841
176,1001,skip,2023-09-07 03:12:41,tablet,EU,S7413
142,1002,play,2023-09-07 16:46:32,tablet,EU,S4322
160,1000,forward,2023-09-07 15:29:09,mobile,EU,S9195
125,1004,skip,2023-09-07 15:51:15,desktop,EU,S5545
198,1000,play,2023-09-07 00:15:16,desktop,US,S8535
137,1003,skip,2023-09-07 01:21:42,tablet,EU,S7127
168,1000,play,2023-09-07 10:24:11,mobile,EU,S4719
189,1002,skip,2023-09-07 05:21:18,tablet,EU,S2287
101,1000,forward,2023-09-07 10:07:48,mobile,US,S4648
151,1004,forward,2023-09-07 05:10:03,desktop,APAC,S8341
135,1000,skip,2023-09-07 01:17:42,desktop,APAC,S6331
148,1002,play,2023-09-07 17:02:34,mobile,APAC,S4127
159,1003,play,2023-09-07 02:07:44,desktop,APAC,S3461
187,1001,forward,2023-09-07 09:00:57,mobile,US,S9104
179,1004,play,2023-09-07 10:38:50,tablet,EU,S3075
153,1000,play,2023-09-07 03:14:48,tablet,EU,S8951
106,1002,play,2023-09-07 08:02:27,mobile,US,S2692
127,1000,skip,2023-09-07 02:01:13,tablet,EU,S1075
141,1003,skip,2023-09-07 16:34:29,tablet,US,S3414
197,1000,pause,2023-09-07 07:13:50,desktop,US,S7670
137,1000,pause,2023-09-07 04:05:19,tablet,APAC,S7262
109,1001,skip,2023-09-07 00:33:53,tablet,APAC,S5997
181,1003,play,2023-09-07 21:13:50,mobile,APAC,S7190
160,1002,forward,2023-09-07 16:34:33,mobile,US,S6746
188,1001,play,2023-09-07 03:58:06,tablet,EU,S3333
